-0.732059 , 0.254218 , 0 
0.382039 , -0.522670 , 0 
0.689128 , -0.081466 , 0 
-0.597445 , 0.308412 , 1 
0.804852 , 0.381434 , 1 
-0.268572 , 0.954342 , 1 
-0.149977 , -0.774263 , 1 
-0.217544 , 0.713759 , 0 
-0.720045 , -0.233815 , 1 
-0.358564 , -0.776231 , 0 
-0.204335 , 0.180314 , 0 
-0.872019 , 0.156012 , 0 
0.493848 , 0.602864 , 0 
0.853718 , 0.499024 , 1 
0.506611 , -0.566621 , 1 
-0.099224 , -0.287777 , 1 
-0.020533 , -0.156171 , 1 
0.472758 , 0.592056 , 0 
0.783008 , -0.008883 , 1 
-0.469657 , -0.848497 , 0 
0.336836 , 0.536824 , 0 
0.188179 , -0.308908 , 1 
-0.408713 , 0.810500 , 0 
-0.263029 , 0.210890 , 0 
-0.560107 , 0.765337 , 1 
-0.853248 , 0.317201 , 0 
-0.525492 , 0.424355 , 1 
0.011766 , 0.251618 , 0 
0.152916 , -0.220707 , 1 
0.778441 , -0.327898 , 1 
0.439440 , -0.894225 , 0 
0.456066 , 0.666930 , 0 
0.839410 , -0.282664 , 1 
-0.748633 , -0.583020 , 0 
0.578949 , -0.254502 , 0 
-0.310103 , -0.751952 , 1 
-0.743003 , -0.009591 , 1 
0.102719 , 0.615236 , 0 
-0.102951 , 0.468186 , 1 
0.765858 , -0.110159 , 1 
-0.333644 , -0.839271 , 0 
0.788822 , 0.071619 , 1 
-0.592025 , -0.507772 , 1 
-0.133614 , -0.028285 , 1 
0.384177 , -0.675324 , 1 
0.065865 , -0.636821 , 1 
0.402897 , -0.024620 , 1 
-0.806350 , -0.055128 , 0 
-0.652278 , 0.544814 , 0 
0.985513 , -0.084302 , 1 
0.564156 , 0.488258 , 0 
-0.268641 , 0.042163 , 0 
0.037360 , -0.800945 , 1 
-0.411021 , -0.323700 , 0 
0.258190 , 0.605545 , 0 
0.153444 , 0.680390 , 0 
0.135726 , 0.278823 , 0 
0.688203 , 0.067701 , 0 
-0.660757 , -0.440397 , 1 
-0.348167 , 0.186634 , 0 
-0.374260 , -0.622035 , 1 
-0.031315 , 0.667523 , 0 
-0.140159 , 0.471644 , 1 
0.154942 , -0.371461 , 1 
0.625261 , 0.122217 , 0 
-0.550492 , 0.171337 , 1 
-0.076184 , -0.828855 , 1 
0.606519 , 0.172538 , 0 
-0.852590 , -0.030571 , 0 
0.239318 , -0.296408 , 1 
-0.615766 , -0.292296 , 1 
0.136838 , -0.938722 , 0 
-0.902294 , 0.217424 , 0 
0.710147 , -0.371714 , 1 
0.162694 , -0.408458 , 0 
0.767047 , -0.547933 , 1 
-0.727094 , 0.588618 , 0 
-0.657078 , -0.313262 , 1 
-0.250060 , 0.616808 , 0 
0.557348 , -0.542116 , 1 
-0.634102 , 0.230113 , 1 
-0.027083 , -0.655044 , 1 
-0.477869 , 0.403329 , 1 
-0.224332 , 0.351872 , 0 
0.450519 , -0.250617 , 0 
0.191927 , -0.620858 , 1 
0.613156 , 0.431914 , 0 
0.667810 , 0.448012 , 1 
-0.919622 , -0.099791 , 0 
0.728418 , -0.667859 , 0 
-0.356626 , -0.622059 , 1 
-0.007312 , 0.559517 , 1 
-0.161369 , -0.692709 , 1 
0.655324 , -0.400135 , 1 
0.276649 , 0.508516 , 1 
-0.624733 , 0.735025 , 1 
-0.341739 , 0.478479 , 1 
0.769360 , -0.280631 , 1 
0.260576 , 0.702371 , 0 
0.582880 , -0.444125 , 1 
0.312692 , 0.247373 , 1 
-0.280406 , 0.913205 , 1 
0.431910 , 0.312787 , 1 
0.422265 , -0.255456 , 0 
-0.550395 , -0.825188 , 0 
-0.151384 , -0.184106 , 1 
0.575604 , -0.496067 , 1 
0.700466 , 0.425301 , 1 
0.366685 , 0.144002 , 1 
0.403968 , -0.612823 , 1 
0.571749 , 0.765786 , 1 
0.010438 , 0.855585 , 0 
0.824696 , 0.126359 , 1 
0.692182 , -0.088275 , 0 
-0.382332 , -0.416660 , 0 
0.614899 , -0.672633 , 1 
-0.440915 , 0.416879 , 1 
0.653882 , 0.129886 , 0 
0.049895 , 0.157069 , 0 
-0.012376 , 0.419859 , 1 
-0.068441 , 0.557900 , 1 
-0.053712 , -0.408056 , 0 
-0.134222 , 0.035335 , 1 
-0.026460 , -0.611555 , 0 
0.223876 , 0.713901 , 0 
-0.220264 , 0.812031 , 0 
-0.657900 , -0.201404 , 1 
0.570580 , -0.776456 , 0 
0.506991 , 0.393285 , 0 
0.726396 , 0.084150 , 0 
-0.919074 , 0.215782 , 0 
0.420260 , 0.526022 , 0 
-0.507207 , 0.133950 , 1 
-0.905252 , -0.209884 , 0 
0.138060 , 0.795076 , 0 
-0.663829 , -0.506400 , 0 
-0.000755 , 0.945868 , 1 
-0.514512 , 0.437858 , 1 
-0.409153 , 0.313678 , 1 
-0.678485 , 0.686991 , 1 
0.324060 , 0.373117 , 1 
-0.482918 , 0.101056 , 1 
-0.051951 , 0.038450 , 1 
-0.816203 , -0.350885 , 0 
0.472294 , 0.660096 , 0 
-0.763171 , 0.044625 , 0 
0.390010 , -0.503738 , 0 
0.499921 , -0.068540 , 0 
-0.753344 , -0.611973 , 0 
0.197241 , -0.791071 , 1 
0.965740 , -0.157100 , 1 
-0.522933 , -0.799674 , 0 
-0.780746 , -0.346326 , 0 
-0.108421 , -0.184105 , 1 
-0.489939 , 0.766040 , 0 
0.344245 , 0.236527 , 1 
0.231084 , 0.797279 , 0 
0.212947 , -0.570263 , 0 
0.547695 , 0.470069 , 0 
-0.509569 , 0.436372 , 1 
-0.478147 , -0.637344 , 1 
0.192108 , -0.871328 , 1 
-0.826344 , 0.283938 , 0 
-0.642369 , 0.095622 , 1 
-0.322683 , -0.005238 , 0 
0.519574 , 0.068319 , 0 
-0.506784 , -0.148546 , 1 
-0.021012 , -0.652109 , 1 
0.504016 , -0.501625 , 1 
0.456678 , -0.556615 , 1 
-0.374215 , 0.558880 , 0 
0.954551 , 0.230646 , 1 
-0.317946 , -0.004393 , 0 
-0.355725 , -0.143075 , 0 
0.042463 , -0.321538 , 1 
-0.560614 , -0.395460 , 1 
0.445609 , -0.100442 , 1 
-0.899978 , 0.037100 , 0 
0.243466 , 0.862506 , 1 
0.527675 , 0.670615 , 1 
0.358162 , -0.589697 , 1 
-0.089335 , -0.618902 , 1 
0.168793 , 0.715004 , 0 
-0.040341 , -0.197801 , 1 
0.184327 , 0.870730 , 1 
-0.186049 , 0.896641 , 1 
-0.405856 , -0.151110 , 0 
0.338179 , 0.423471 , 1 
0.139041 , -0.678243 , 1 
0.233103 , -0.727925 , 1 
-0.922627 , -0.152464 , 0 
0.454954 , -0.837231 , 0 
0.060330 , -0.571695 , 0 
0.450905 , -0.660171 , 1 
0.344689 , 0.430440 , 1 
0.439385 , -0.003137 , 1 
-0.418826 , -0.851157 , 0 
-0.314525 , 0.153114 , 0 
-0.745947 , 0.445661 , 0 
0.299429 , -0.152667 , 1 
-0.806319 , 0.384367 , 0 
-0.310685 , -0.931986 , 0 
-0.552756 , -0.663207 , 0 
0.183622 , -0.826297 , 1 
-0.750073 , -0.354023 , 0 
0.937003 , -0.216448 , 1 
-0.385090 , -0.428554 , 1 
0.494554 , 0.230189 , 0 
0.409987 , -0.582831 , 1 
-0.798550 , -0.415148 , 0 
-0.498756 , -0.637395 , 1 
-0.522811 , 0.747446 , 0 
-0.495954 , 0.542292 , 0 
0.319229 , -0.601781 , 1 
0.440396 , -0.123384 , 1 
-0.466589 , 0.763604 , 0 
0.620918 , -0.157728 , 0 
0.344879 , 0.633993 , 0 
0.978457 , -0.087262 , 1 
-0.427715 , -0.174199 , 0 
0.354558 , 0.604568 , 0 
-0.628519 , 0.466763 , 0 
0.015748 , -0.355091 , 1 
-0.272159 , 0.668295 , 0 
0.122930 , 0.242803 , 0 
-0.380617 , 0.314425 , 1 
0.341832 , -0.144535 , 1 
-0.016173 , 0.097126 , 1 
0.423447 , 0.876447 , 1 
0.589331 , -0.631807 , 1 
-0.080329 , 0.294433 , 0 
-0.242479 , 0.706376 , 0 
-0.266068 , -0.782884 , 1 
0.293184 , 0.129038 , 1 
-0.181959 , -0.270153 , 1 
0.023611 , 0.648901 , 0 
0.067121 , 0.096945 , 0 
-0.847137 , 0.221110 , 0 
0.389312 , 0.867536 , 1 
-0.657663 , 0.436484 , 0 
-0.172973 , -0.761813 , 1 
0.429063 , -0.696571 , 1 
-0.883013 , 0.216284 , 0 
-0.808513 , 0.099103 , 0 
0.859061 , 0.192515 , 1 
-0.406237 , -0.090598 , 0 
0.276746 , -0.102312 , 1 
-0.277356 , 0.096196 , 0 
-0.532417 , 0.558817 , 0 
-0.295097 , 0.677426 , 0 
-0.369798 , -0.420899 , 0 
0.125859 , 0.610226 , 0 
-0.243661 , 0.325436 , 0 
0.014975 , -0.048821 , 0 
-0.345727 , 0.926084 , 1 
0.596650 , 0.423969 , 0 
0.174064 , -0.545011 , 0 
0.707826 , -0.614145 , 1 
0.100885 , 0.709524 , 0 
0.048775 , -0.551795 , 0 
-0.383514 , -0.089323 , 0 
-0.190405 , 0.270195 , 0 
0.056243 , -0.305843 , 1 
0.726587 , -0.314139 , 1 
-0.178590 , -0.507384 , 0 
0.686397 , 0.217891 , 0 
-0.518749 , -0.138678 , 1 
-0.804545 , -0.103587 , 0 
0.729963 , -0.003290 , 0 
0.535839 , -0.525047 , 1 
-0.255990 , 0.708513 , 0 
-0.153293 , -0.449560 , 0 
-0.153032 , 0.768788 , 0 
0.262863 , 0.053712 , 1 
-0.235643 , -0.510680 , 0 
-0.195295 , -0.183342 , 1 
-0.123252 , 0.246410 , 0 
-0.500393 , 0.519115 , 0 
-0.804172 , -0.467210 , 0 
-0.985655 , -0.140325 , 0 
-0.599326 , -0.182508 , 1 
-0.024281 , -0.628255 , 1 
-0.696656 , -0.267827 , 1 
0.207478 , 0.656201 , 0 
0.184566 , -0.498590 , 0 
-0.267628 , -0.327039 , 0 
-0.395431 , 0.124537 , 0 
-0.664657 , 0.206234 , 1 
0.151552 , -0.811839 , 1 
0.026476 , 0.904134 , 1 
0.605856 , 0.369683 , 0 
-0.526507 , -0.595427 , 1 
-0.628322 , 0.158586 , 1 
0.148448 , 0.377442 , 1 
-0.540698 , 0.542424 , 0 
0.039800 , -0.762447 , 1 
-0.578213 , 0.688412 , 0 
0.375280 , 0.536982 , 0 
0.358763 , 0.032323 , 1 
0.113317 , -0.423116 , 0 
-0.761081 , 0.131696 , 0 
0.101762 , 0.275449 , 0 
-0.164546 , -0.920809 , 0 
0.771950 , -0.376194 , 1 
-0.287592 , -0.770673 , 1 
-0.226702 , 0.719478 , 0 
-0.438068 , 0.591082 , 0 
0.833427 , 0.374675 , 1 
-0.743876 , -0.157942 , 1 
-0.067852 , -0.970656 , 0 
0.248382 , 0.478312 , 1 
-0.376610 , 0.436236 , 1 
0.372049 , 0.111671 , 1 
-0.375869 , -0.306550 , 0 
-0.801891 , -0.563984 , 0 
0.980696 , -0.167151 , 0 
0.410213 , -0.606022 , 1 
-0.052817 , -0.158032 , 1 
0.407184 , 0.267557 , 1 
-0.517549 , -0.233903 , 1 
-0.708122 , -0.073489 , 1 
0.504375 , 0.746154 , 1 
-0.169525 , 0.644123 , 0 
0.003688 , 0.339641 , 0 
-0.310144 , -0.314572 , 0 
0.134068 , -0.317339 , 1 
0.126566 , 0.740457 , 0 
-0.099588 , 0.870696 , 0 
0.396558 , 0.100469 , 1 
